iter	RMSE
1664	8.766373022
1665	8.766239927
1666	8.766164243
1667	8.766122099
1668	8.76606753
1669	8.765942249
1670	8.765877192
1671	8.765806262
1672	8.765736947
1673	8.765658198
1674	8.765633824
1675	8.765542876
1676	8.765526759
1677	8.765409443
1678	8.765384882
1679	8.76532525
1680	8.765287425
1681	8.765227419
1682	8.765145046
1683	8.765084148
1684	8.76506231
1685	8.764978301
1686	8.764964896
1687	8.76487809
1688	8.764807443
1689	8.764735995
1690	8.764706239
1691	8.764627775
1692	8.764579834
1693	8.764557269
1694	8.764483125
1695	8.764413557
1696	8.764312986
1697	8.764264708
1698	8.764219292
1699	8.764139154
1700	8.764106516
1701	8.764036418
1702	8.764002644
1703	8.763894558
1704	8.76382636
1705	8.76375844
1706	8.763648814
1707	8.763575412
1708	8.763493602
1709	8.763397802
1710	8.763312123
1711	8.763280292
1712	8.763193066
1713	8.763163844
1714	8.7631329
1715	8.763094771
1716	8.763033917
1717	8.763005034
1718	8.762899468
1719	8.762836737
1720	8.762794033
1721	8.762748669
1722	8.762729954
1723	8.762639032
1724	8.762575808
1725	8.762537997
1726	8.76246488
1727	8.762401247
1728	8.762308626
1729	8.762278653
1730	8.762235133
1731	8.762174549
1732	8.762115811
1733	8.762045916
1734	8.76199348
1735	8.761929926
1736	8.761826259
1737	8.761770071
1738	8.761667707
1739	8.761595071
1740	8.761587169
1741	8.761540719
1742	8.76150151
1743	8.76137776
1744	8.761331553
1745	8.761281717
1746	8.761222015
1747	8.761205828
1748	8.76117746
1749	8.761079167
1750	8.761031794
1751	8.760999314
1752	8.760961295
1753	8.760899975
1754	8.760859992
1755	8.760733902
1756	8.760657988
1757	8.760622495
1758	8.76057289
1759	8.760490145
1760	8.760433223
1761	8.760370322
1762	8.760261373
1763	8.760194707
1764	8.760110659
1765	8.760080153
1766	8.760039555
1767	8.76002205
1768	8.759990069
1769	8.759928227
1770	8.759813079
1771	8.759780996
1772	8.759717126
1773	8.759679759
1774	8.759609052
1775	8.759521625
1776	8.759429115
1777	8.75936151
1778	8.759284065
1779	8.759262542
1780	8.759201303
1781	8.759155147
1782	8.759120178
1783	8.759062629
1784	8.759006105
1785	8.758949538
1786	8.75890096
1787	8.758886635
1788	8.758805724
1789	8.758762538
1790	8.758730543
1791	8.75863411
1792	8.758584581
1793	8.758473722
1794	8.75843943
1795	8.758378621
1796	8.758355433
1797	8.758275695
1798	8.75823071
1799	8.758219569
1800	8.758153395
1801	8.758101905
1802	8.758023724
1803	8.757992043
1804	8.757935988
1805	8.757926354
1806	8.75787993
1807	8.757754401
1808	8.757711957
1809	8.757637912
1810	8.757591036
1811	8.757493105
1812	8.757471173
1813	8.757401663
1814	8.757389538
1815	8.757347142
1816	8.75727679
1817	8.757199502
1818	8.757137073
1819	8.757046196
1820	8.757020162
1821	8.756976482
1822	8.756877131
1823	8.756805046
1824	8.756774195
1825	8.756695104
1826	8.756613405
1827	8.756588557
1828	8.75652851
1829	8.756471266
1830	8.756394129
1831	8.756350877
1832	8.756302206
1833	8.756217537
1834	8.75614646
1835	8.756035503
1836	8.755997048
1837	8.755932038
1838	8.755883619
1839	8.75585503
1840	8.755762017
1841	8.755685796
1842	8.755620407
1843	8.755594301
1844	8.755554387
1845	8.755491339
1846	8.755440912
1847	8.755389134
1848	8.755307714
1849	8.75521238
1850	8.755131117
1851	8.75504451
1852	8.754928209
1853	8.754868033
1854	8.754802428
1855	8.754759737
1856	8.754695051
1857	8.754573481
1858	8.754524095
1859	8.754402904
1860	8.754370531
1861	8.754322164
1862	8.754276007
1863	8.754226209
1864	8.754163499
1865	8.754098081
1866	8.753988276
1867	8.753924456
1868	8.753878583
1869	8.753827933
1870	8.753790944
1871	8.753757969
1872	8.753668613
1873	8.753628516
1874	8.753598319
1875	8.753588581
1876	8.753483517
1877	8.753450364
1878	8.753387741
1879	8.753348864
1880	8.753313995
1881	8.753303604
1882	8.753243386
1883	8.753195144
1884	8.75308403
1885	8.753039481
1886	8.752963578
1887	8.752932055
1888	8.752893021
1889	8.75277899
1890	8.752761571
1891	8.752714612
1892	8.752635889
1893	8.752596591
1894	8.752483248
1895	8.752431786
1896	8.752354903
1897	8.752316825
1898	8.752261224
1899	8.752155075
1900	8.752125887
1901	8.752081512
1902	8.752047465
1903	8.752011068
1904	8.751974522
1905	8.75188913
1906	8.751820616
1907	8.751800455
1908	8.751760684
1909	8.751721036
1910	8.751692558
1911	8.751597167
1912	8.751533799
1913	8.751495827
1914	8.751461647
1915	8.751372592
1916	8.751354471
1917	8.751289761
1918	8.75126626
1919	8.751217315
1920	8.751167236
1921	8.751140619
1922	8.751087917
1923	8.751010677
1924	8.750924286
1925	8.750867298
1926	8.75082056
1927	8.750759071
1928	8.750687554
1929	8.75061172
1930	8.750575607
1931	8.750469471
1932	8.750445984
1933	8.750345711
1934	8.750283332
1935	8.750214664
1936	8.750190303
1937	8.750181249
1938	8.750172199
1939	8.750126956
1940	8.750101912
1941	8.750032825
1942	8.750002153
1943	8.749952791
1944	8.749880172
1945	8.749839625
1946	8.749747157
1947	8.749728622
1948	8.749640855
1949	8.749618938
1950	8.749523056
1951	8.749424447
1952	8.749395577
1953	8.749330863
1954	8.749322093
1955	8.749230665
1956	8.749191491
1957	8.749176103
1958	8.749123405
1959	8.74907554
1960	8.74905596
1961	8.749037647
1962	8.749023146
1963	8.748985086
1964	8.74892099
1965	8.748863372
1966	8.748796948
1967	8.748744244
1968	8.748676114
1969	8.748607162
1970	8.748569998
1971	8.748547981
1972	8.748519851
1973	8.748502662
1974	8.748460211
1975	8.748386
1976	8.748349841
1977	8.748280141
1978	8.748202268
1979	8.748167727
1980	8.748138275
1981	8.748084253
1982	8.748060515
1983	8.747994548
1984	8.747989319
1985	8.747956412
1986	8.747909147
1987	8.747858444
1988	8.747774609
1989	8.747656181
1990	8.747562906
1991	8.747512388
1992	8.747467454
1993	8.747451127
1994	8.747387362
1995	8.747356741
1996	8.747326082
1997	8.747280681
1998	8.747262857
1999	8.747204147
2000	8.74715629
2001	8.747091486
2002	8.747041734
2003	8.746962373
2004	8.746933874
2005	8.746902956
2006	8.746872118
2007	8.746803101
2008	8.746760212
2009	8.746712948
2010	8.746654987
2011	8.746607715
2012	8.746541708
2013	8.746486825
2014	8.74638758
2015	8.746367649
2016	8.746290151
2017	8.746185734
2018	8.746168415
2019	8.74615378
2020	8.746105774
2021	8.746071837
2022	8.746002188
2023	8.745958681
2024	8.745903504
2025	8.745879144
2026	8.745851612
2027	8.745727283
2028	8.745653363
2029	8.745566939
2030	8.745514019
2031	8.7454612
2032	8.745407307
2033	8.745335134
2034	8.745247529
2035	8.745174994
2036	8.745089922
2037	8.745046745
2038	8.745029748
2039	8.745017359
2040	8.744944663
2041	8.744927719
2042	8.744886635
2043	8.744755428
2044	8.744663765
2045	8.744601339
2046	8.744572546
2047	8.744508742
2048	8.744450079
2049	8.744440514
2050	8.744371657
2051	8.744284239
2052	8.744241338
2053	8.744180534
2054	8.744166981
2055	8.74415437
2056	8.744083073
2057	8.744040658
2058	8.743979412
2059	8.743895729
2060	8.743873874
2061	8.743785944
2062	8.743748444
2063	8.743673728
2064	8.743612589
2065	8.743577955
2066	8.743541543
2067	8.743461357
2068	8.743427197
2069	8.7433647
2070	8.743352228
2071	8.743290921
2072	8.743261776
2073	8.743227287
2074	8.743150337
2075	8.743103944
2076	8.743000229
2077	8.742920311
2078	8.742866234
2079	8.742805295
2080	8.742716076
2081	8.74266211
2082	8.742553385
2083	8.742520561
2084	8.742468296
2085	8.742448724
2086	8.742418245
2087	8.742393551
2088	8.742297962
2089	8.74228755
2090	8.742154647
2091	8.742129534
2092	8.742019737
2093	8.741944058
2094	8.741901702
2095	8.741805086
2096	8.741792629
2097	8.74173603
2098	8.741703529
2099	8.741643434
2100	8.741587766
2101	8.741483896
2102	8.741425193
2103	8.741407389
2104	8.741372978
2105	8.741343519
2106	8.741313721
2107	8.741305799
2108	8.741233389
2109	8.741197047
2110	8.741172414
2111	8.741169399
2112	8.741138939
2113	8.741023451
2114	8.740924718
2115	8.740860372
2116	8.740799067
2117	8.740783842
2118	8.740732686
2119	8.740635136
2120	8.740628868
2121	8.74053215
2122	8.740499048
2123	8.74042149
2124	8.740405733
2125	8.740349421
2126	8.740307822
2127	8.740228147
2128	8.74017137
2129	8.740112823
2130	8.740044739
2131	8.739999041
2132	8.739971549
2133	8.739946637
2134	8.739874863
2135	8.739838776
2136	8.739779705
2137	8.739739147
2138	8.739605662
2139	8.739559283
2140	8.739530879
2141	8.739470702
2142	8.739430395
2143	8.739424971
2144	8.739412845
2145	8.73937651
2146	8.739326167
2147	8.739290467
2148	8.739242917
2149	8.739196983
2150	8.739179802
2151	8.739143989
2152	8.739092096
2153	8.739029745
2154	8.739012618
2155	8.738957324
2156	8.738921954
2157	8.738889307
2158	8.738792643
2159	8.738738685
2160	8.738700409
2161	8.738630149
2162	8.738536663
2163	8.738475355
2164	8.738413401
2165	8.738376002
2166	8.738314182
2167	8.738249044
2168	8.73821196
2169	8.73817106
2170	8.738152091
2171	8.73806993
2172	8.737998109
2173	8.737917427
2174	8.737867755
2175	8.737808203
2176	8.7377531
2177	8.737697621
2178	8.73764704
2179	8.737585169
2180	8.737479286
2181	8.737388329
2182	8.737300111
2183	8.73729473
2184	8.737268898
2185	8.737242216
2186	8.737145101
2187	8.737088594
2188	8.737018806
2189	8.736968834
2190	8.736903485
2191	8.736789043
2192	8.736686844
2193	8.736648322
2194	8.736547136
2195	8.73651616
2196	8.73649746
2197	8.736437694
2198	8.736408093
2199	8.736368077
2200	8.736314332
2201	8.736276226
2202	8.736216731
2203	8.736169107
2204	8.736094168
2205	8.736063231
2206	8.735962068
2207	8.735921563
2208	8.735863782
2209	8.735840338
2210	8.735761859
2211	8.735729029
2212	8.735650183
2213	8.735593749
2214	8.735575728
2215	8.735529413
2216	8.735481276
2217	8.735396269
2218	8.735342809
2219	8.735254796
2220	8.735201834
2221	8.735177854
2222	8.735095565
2223	8.73506697
2224	8.735010104
2225	8.734966694
2226	8.734931876
2227	8.734895449
2228	8.734871533
2229	8.734780522
2230	8.734728536
2231	8.734697552
2232	8.734593266
2233	8.734560622
2234	8.734511321
2235	8.734435564
2236	8.734404637
2237	8.73434367
2238	8.734266244
2239	8.734199176
2240	8.73412574
2241	8.734103416
2242	8.734027666
2243	8.733941374
2244	8.733919714
2245	8.733834638
2246	8.733749149
2247	8.733702922
2248	8.733624839
2249	8.733611377
2250	8.733541725
2251	8.733524763
2252	8.733485287
2253	8.733438509
2254	8.733406048
2255	8.733391261
2256	8.733352476
2257	8.733268799
2258	8.733228173
2259	8.733153226
2260	8.733105474
2261	8.733069096
2262	8.733034552
2263	8.732979262
2264	8.732915831
2265	8.732816206
2266	8.732778058
2267	8.732762767
2268	8.732751164
2269	8.732678106
2270	8.732590163
2271	8.732535865
2272	8.732502063
2273	8.732468478
2274	8.732378089
2275	8.732303854
2276	8.732245267
2277	8.732211145
2278	8.732156835
2279	8.732025469
2280	8.731968658
2281	8.731944514
2282	8.731880683
2283	8.731826493
2284	8.731777617
2285	8.731752254
2286	8.73171172
2287	8.731587639
2288	8.731538109
2289	8.731514394
2290	8.731428532
2291	8.731378768
2292	8.731322936
2293	8.731278051
2294	8.731203734
2295	8.731189286
2296	8.731151544
2297	8.731100654
2298	8.731021635
2299	8.730969412
2300	8.730895029
2301	8.730865022
2302	8.73074615
2303	8.730682456
2304	8.730636518
2305	8.730578567
2306	8.730524701
2307	8.730509667
2308	8.730445662
2309	8.730424656
2310	8.730387523
2311	8.730347729
2312	8.730327376
2313	8.730207631
2314	8.730136629
2315	8.730097546
2316	8.730028681
2317	8.730002931
2318	8.729986197
2319	8.729903455
2320	8.729794424
2321	8.729726889
2322	8.729703447
2323	8.729622239
2324	8.729606671
2325	8.729579283
2326	8.729535418
2327	8.729486397
2328	8.729456213
2329	8.729400927
2330	8.7293009
2331	8.729230986
2332	8.729191523
2333	8.729034925
2334	8.728969003
2335	8.728958835
2336	8.728921365
2337	8.728885512
2338	8.728836937
2339	8.728783935
2340	8.728720758
2341	8.728681807
2342	8.728634015
2343	8.728605139
2344	8.728548086
2345	8.728460899
2346	8.728446513
2347	8.728426695
2348	8.728393921
2349	8.728346335
2350	8.728251924
2351	8.728201531
2352	8.728154911
2353	8.728132803
2354	8.728085338
2355	8.728026172
2356	8.728006545
2357	8.727973834
2358	8.72793979
2359	8.727874458
2360	8.727823151
2361	8.727695593
2362	8.727668887
2363	8.727647081
2364	8.727607999
2365	8.727589854
2366	8.727571435
2367	8.727537812
2368	8.727475457
2369	8.727422398
2370	8.727401791
2371	8.727324486
2372	8.727298656
2373	8.727222508
2374	8.727143773
2375	8.727086211
2376	8.727037266
2377	8.726998657
2378	8.726962021
2379	8.726890613
2380	8.726884281
2381	8.726835583
2382	8.72680979
2383	8.726763678
2384	8.726672483
2385	8.726621089
2386	8.726553755
2387	8.726447818
2388	8.726432806
2389	8.726389219
2390	8.726367939
2391	8.726305287
2392	8.726292347
2393	8.726266205
2394	8.726220503
2395	8.726175703
2396	8.726136322
2397	8.726072699
2398	8.726054128
2399	8.726004705
2400	8.725974571
2401	8.725962656
2402	8.725904885
2403	8.725860692
2404	8.725819552
2405	8.725797655
2406	8.725765342
2407	8.72575893
2408	8.725712499
2409	8.725644512
2410	8.725524541
2411	8.725466364
2412	8.725434291
2413	8.725394685
2414	8.725335455
2415	8.725310171
2416	8.725251089
2417	8.725163128
2418	8.72511497
2419	8.725052924
2420	8.724998827
2421	8.724944929
2422	8.724921338
2423	8.724885131
2424	8.724830367
2425	8.724776562
2426	8.724731705
2427	8.724718038
2428	8.724639053
2429	8.724605494
2430	8.724534845
2431	8.724431532
2432	8.724366047
2433	8.724279534
2434	8.724218727
2435	8.724190681
2436	8.724145972
2437	8.724053103
2438	8.72401282
2439	8.72398103
2440	8.723891122
2441	8.723838196
2442	8.723778514
2443	8.723721786
2444	8.72367995
2445	8.723641394
2446	8.723546572
2447	8.723505815
2448	8.723438674
2449	8.723409746
2450	8.72336424
2451	8.723317678
2452	8.723289286
2453	8.723211413
2454	8.72315185
2455	8.723106268
2456	8.72304506
2457	8.723008787
2458	8.722937717
2459	8.722904892
2460	8.722823659
2461	8.722761733
2462	8.722714311
2463	8.722700033
2464	8.722675
2465	8.72264305
2466	8.722556616
2467	8.72248276
2468	8.722410347
2469	8.722379232
2470	8.722313965
2471	8.722268463
2472	8.722221913
2473	8.722148973
2474	8.722136145
2475	8.722050684
2476	8.721962366
2477	8.72186764
2478	8.721847208
2479	8.721815321
2480	8.721759891
2481	8.72165379
2482	8.721600511
2483	8.721567854
2484	8.721478748
2485	8.721430107
2486	8.721405257
2487	8.721379675
2488	8.721362488
2489	8.721298099
2490	8.721246125
2491	8.721147646
2492	8.721125613
2493	8.72105465
2494	8.721011629
2495	8.720961176
2496	8.720942041
2497	8.720938406
2498	8.720908457
2499	8.72083673
2500	8.720754296
2501	8.720698778
2502	8.720651122
2503	8.720637909
2504	8.720605848
2505	8.72054239
2506	8.720523523
2507	8.720473762
2508	8.72039287
2509	8.720377706
2510	8.720327721
2511	8.720246451
2512	8.720193888
2513	8.720122021
2514	8.720022136
2515	8.719966972
2516	8.719884985
2517	8.719851691
2518	8.719746552
2519	8.719717818
2520	8.719680184
2521	8.719658098
2522	8.719621042
2523	8.719580567
2524	8.719526408
2525	8.719492897
2526	8.719450883
2527	8.71936297
2528	8.71927776
2529	8.719211738
2530	8.719181893
2531	8.719154688
2532	8.719100494
2533	8.719034411
2534	8.718932345
2535	8.718878333
2536	8.71879658
2537	8.718779597
2538	8.718649838
2539	8.718560985
2540	8.718502073
2541	8.718421996
2542	8.718331195
2543	8.718264753
2544	8.718161495
2545	8.718117221
2546	8.718090284
2547	8.717992381
2548	8.717905247
2549	8.717857532
2550	8.717803017
2551	8.717756138
2552	8.7177413
2553	8.717670028
2554	8.717644143
2555	8.717593869
2556	8.717565151
2557	8.717524322
2558	8.717503565
2559	8.717445601
2560	8.717405765
2561	8.717377355
2562	8.717332147
2563	8.717270482
2564	8.7172315
2565	8.717171488
2566	8.717136069
2567	8.717109302
2568	8.717025966
2569	8.716991306
2570	8.716958375
2571	8.716897751
2572	8.716854793
2573	8.716820452
2574	8.716792097
2575	8.716752923
2576	8.716700002
2577	8.716645413
2578	8.716616244
2579	8.71660155
2580	8.716570139
2581	8.716521619
2582	8.716449287
2583	8.716350449
2584	8.716307978
2585	8.716252149
2586	8.716152345
2587	8.71606246
2588	8.716008524
2589	8.71598723
2590	8.715944099
2591	8.715848779
2592	8.715795894
2593	8.715693773
2594	8.715668136
2595	8.71563982
2596	8.7156057
2597	8.715603095
2598	8.715543393
2599	8.715520733
2600	8.715483505
2601	8.715419661
2602	8.715391038
2603	8.715318118
2604	8.715227086
2605	8.715118619
2606	8.715040308
2607	8.714985885
2608	8.714942443
2609	8.714882988
2610	8.714840074
2611	8.714819168
2612	8.714763584
2613	8.714739839
2614	8.714675614
2615	8.714645573
2616	8.714601576
2617	8.714579256
2618	8.714537728
2619	8.714487418
2620	8.714399632
2621	8.714356946
2622	8.714310017
2623	8.714203438
2624	8.714164439
2625	8.714125854
2626	8.714051112
2627	8.713997808
2628	8.713954801
2629	8.713939024
2630	8.713919428
2631	8.713877906
2632	8.713834397
2633	8.713782071
2634	8.713714099
2635	8.713637879
2636	8.713570784
2637	8.713513234
2638	8.713450817
2639	8.713381074
2640	8.713329075
2641	8.713276502
2642	8.713230431
2643	8.713167763
2644	8.713098367
2645	8.713090516
2646	8.712988511
2647	8.71292179
2648	8.712861217
2649	8.712796698
2650	8.712739962
2651	8.712698496
2652	8.712589715
2653	8.712561602
2654	8.712464328
2655	8.712327599
2656	8.712258075
2657	8.712187019
2658	8.712094631
2659	8.712021319
2660	8.711900496
2661	8.711851115
2662	8.711800504
2663	8.711732847
2664	8.711672442
2665	8.711595992
2666	8.711492782
2667	8.711436831
2668	8.711403347
2669	8.711338185
2670	8.711303066
2671	8.711203914
2672	8.711122045
2673	8.711073406
2674	8.711052594
2675	8.7110078
2676	8.710977232
2677	8.710961579
2678	8.71089399
2679	8.710846802
2680	8.710804974
2681	8.710717187
2682	8.710694336
2683	8.71065377
2684	8.710615313
2685	8.710577778
2686	8.710540917
2687	8.710526341
2688	8.710494855
2689	8.710447494
2690	8.710442198
2691	8.710384591
2692	8.710283013
2693	8.710268171
2694	8.710164395
2695	8.710086447
2696	8.710026411
2697	8.709984191
2698	8.709906829
2699	8.709888891
2700	8.709824855
2701	8.709777425
2702	8.709689612
2703	8.709616517
2704	8.709563834
2705	8.709545439
2706	8.709498439
2707	8.709446274
2708	8.709417265
2709	8.709386319
2710	8.709335248
2711	8.709318602
2712	8.709274467
2713	8.709182733
2714	8.709097064
2715	8.709029378
2716	8.708955439
2717	8.708882677
2718	8.70882621
2719	8.708816687
2720	8.708749912
2721	8.708675153
2722	8.708611812
2723	8.708574595
2724	8.708492765
2725	8.708434031
2726	8.708392811
2727	8.708358216
2728	8.708301582
2729	8.708253871
2730	8.708243178
2731	8.708223896
2732	8.708143438
2733	8.708118115
2734	8.708029598
2735	8.707998688
2736	8.707921169
2737	8.707878099
2738	8.707840044
2739	8.707809361
2740	8.707760996
2741	8.707745544
2742	8.707712275
2743	8.707625518
2744	8.70761924
2745	8.707531465
2746	8.70746553
2747	8.707428953
2748	8.707391471
2749	8.707288567
2750	8.70725577
2751	8.707222737
2752	8.707183926
2753	8.707123273
2754	8.707072299
2755	8.707056462
2756	8.707043647
2757	8.706988241
2758	8.706935785
2759	8.706877745
2760	8.7067718
2761	8.70676223
2762	8.706716272
2763	8.706633513
2764	8.706604516
2765	8.706549207
2766	8.706501012
2767	8.706467303
2768	8.706368412
2769	8.706272886
2770	8.706224243
2771	8.706174877
2772	8.706157131
2773	8.706071618
2774	8.70604227
2775	8.706004181
2776	8.705937872
2777	8.705893625
2778	8.705835066
2779	8.705782195
2780	8.705768338
2781	8.705727011
2782	8.705679447
2783	8.705616046
2784	8.705584392
2785	8.705559501
2786	8.705548119
2787	8.705485517
2788	8.705436562
2789	8.705400168
2790	8.705359983
2791	8.705317288
2792	8.705264237
2793	8.70521599
2794	8.705152651
2795	8.705106078
2796	8.705096859
2797	8.705054408
2798	8.70499759
2799	8.704974789
2800	8.70493464
2801	8.704915582
2802	8.704836906
2803	8.704768977
2804	8.704738086
2805	8.704673665
2806	8.704635779
2807	8.704567355
2808	8.704529082
2809	8.704463006
2810	8.704371231
2811	8.704313718
2812	8.704224402
2813	8.704213347
2814	8.704150492
2815	8.704111395
2816	8.704053797
2817	8.704017566
2818	8.703946497
2819	8.703881821
2820	8.703841758
2821	8.703720559
2822	8.703616583
2823	8.703541422
2824	8.703505254
2825	8.703433837
2826	8.703420049
2827	8.703328115
2828	8.70326754
2829	8.703167041
2830	8.703156402
2831	8.703086537
2832	8.703031609
2833	8.702995006
2834	8.702962395
2835	8.702862249
2836	8.702818717
2837	8.702760094
2838	8.702751156
2839	8.702718965
2840	8.70267973
2841	8.70260975
2842	8.702572305
2843	8.702528166
2844	8.702449662
2845	8.702385301
2846	8.702335963
2847	8.70226184
2848	8.702224642
2849	8.702166243
2850	8.702111178
2851	8.702056952
2852	8.702021399
2853	8.701951801
2854	8.701868627
2855	8.701843607
2856	8.701814925
2857	8.701784843
2858	8.701723454
2859	8.701626941
2860	8.701563205
2861	8.701539514
2862	8.701478786
2863	8.701423321
2864	8.701370697
2865	8.701354374
2866	8.70129966
2867	8.701276207
2868	8.70123141
2869	8.701212667
2870	8.701160767
2871	8.701149988
2872	8.701135653
2873	8.701088646
2874	8.701039174
2875	8.70095246
2876	8.700872077
2877	8.700808412
2878	8.700751529
2879	8.700700166
2880	8.700664772
2881	8.700589983
2882	8.700555054
2883	8.700499337
2884	8.700477008
2885	8.70041692
2886	8.700341963
2887	8.700294957
2888	8.700248088
2889	8.700192168
2890	8.700148095
2891	8.700132022
2892	8.700108982
2893	8.700040883
2894	8.699974519
2895	8.699931204
2896	8.699884576
2897	8.699826837
2898	8.699790867
2899	8.699767126
2900	8.699739833
2901	8.699670837
2902	8.699641387
2903	8.699596665
2904	8.699556901
2905	8.699500027
2906	8.699441709
2907	8.699347746
2908	8.699297074
2909	8.699185501
2910	8.699129973
2911	8.699096973
2912	8.699066031
2913	8.699050601
2914	8.699009435
2915	8.698922972
2916	8.698839894
2917	8.698789731
2918	8.698754379
2919	8.698666222
2920	8.698626964
2921	8.698581324
2922	8.698568738
2923	8.698518056
2924	8.698474412
