iter	RMSE
279	8.903319791
280	8.903130092
281	8.902774297
282	8.902464126
283	8.902295078
284	8.90209486
285	8.901861515
286	8.901718892
287	8.901437983
288	8.901154042
289	8.900833617
290	8.900611071
291	8.900138939
292	8.899734691
293	8.899517113
294	8.899354946
295	8.899110254
296	8.89901075
297	8.898818592
298	8.898629893
299	8.898387298
300	8.898081673
301	8.897834982
302	8.89767169
303	8.897446655
304	8.897186348
305	8.897058266
306	8.896863015
307	8.896672654
308	8.896438228
309	8.896254501
310	8.896047513
311	8.895828374
312	8.895659322
313	8.895493744
314	8.895242799
315	8.89488928
316	8.894656298
317	8.894477759
318	8.89426332
319	8.894112935
320	8.893856335
321	8.893668023
322	8.893355982
323	8.893207165
324	8.892962509
325	8.892811889
326	8.892716219
327	8.892486373
328	8.892258108
329	8.892149732
330	8.89192311
331	8.891780973
332	8.891478969
333	8.891376714
334	8.891242198
335	8.89100651
336	8.89065167
337	8.890419647
338	8.890258974
339	8.890004034
340	8.88985233
341	8.889620108
342	8.889411604
343	8.889175802
344	8.889041918
345	8.888865821
346	8.888665647
347	8.888570912
348	8.888333779
349	8.888132099
350	8.88779192
351	8.887695273
352	8.887434764
353	8.887336969
354	8.887158013
355	8.886939801
356	8.886796848
357	8.886562846
358	8.886370949
359	8.88624351
360	8.886051365
361	8.8858094
362	8.885675847
363	8.885512521
364	8.885418101
365	8.885256299
366	8.885119662
367	8.885019923
368	8.884888508
369	8.884642201
370	8.884477316
371	8.884302838
372	8.884129514
373	8.883929183
374	8.883722415
375	8.883549388
376	8.883529987
377	8.883378969
378	8.883224602
379	8.883103483
380	8.882909108
381	8.882659106
382	8.882477287
383	8.882334431
384	8.882175229
385	8.882068567
386	8.881886373
387	8.881699614
388	8.881536675
389	8.881346078
390	8.881116538
391	8.880996055
392	8.880918188
393	8.880775255
394	8.880579767
395	8.880414269
396	8.880258972
397	8.88003506
398	8.879801082
399	8.879634503
400	8.879542737
401	8.879370286
402	8.879210069
403	8.879148513
404	8.879046142
405	8.878910111
406	8.878784138
407	8.878631647
408	8.878576312
409	8.878419883
410	8.878331598
411	8.878166484
412	8.877975899
413	8.877869823
414	8.877762933
415	8.877611922
416	8.8774854
417	8.877264798
418	8.877204685
419	8.8770986
420	8.876923219
421	8.876700532
422	8.876554168
423	8.876412605
424	8.876281403
425	8.876174047
426	8.875980029
427	8.875813103
428	8.875593947
429	8.87547022
430	8.875395722
431	8.875260252
432	8.875053171
433	8.87495665
434	8.874799455
435	8.874545419
436	8.874406168
437	8.874260304
438	8.874055191
439	8.873971408
440	8.873838434
441	8.873710412
442	8.873542295
443	8.873435601
444	8.873306252
445	8.873136
446	8.873095859
447	8.872930529
448	8.872793807
449	8.872598824
450	8.872435585
451	8.872342036
452	8.872166471
453	8.871984986
454	8.871880125
455	8.871768369
456	8.871571073
457	8.871376501
458	8.871252415
459	8.871119905
460	8.870967242
461	8.870818629
462	8.870731615
463	8.870538597
464	8.870408052
465	8.870253593
466	8.870126615
467	8.869963227
468	8.869802245
469	8.869635056
470	8.869545966
471	8.869426029
472	8.869265639
473	8.869134562
474	8.868955125
475	8.868789162
476	8.868734158
477	8.868640804
478	8.868571066
479	8.868355794
480	8.868254193
481	8.868072947
482	8.867904159
483	8.867757316
484	8.867697523
485	8.867605946
486	8.867444154
487	8.8672845
488	8.867099577
489	8.866967658
490	8.866799943
491	8.866712122
492	8.866625902
493	8.86651052
494	8.866454501
495	8.866333721
496	8.866210363
497	8.865929031
498	8.865871204
499	8.865764423
500	8.865670098
501	8.865510237
502	8.865419917
503	8.865320073
504	8.865103103
505	8.864886882
506	8.864739716
507	8.864511113
508	8.864400504
509	8.86422709
510	8.864034056
511	8.86395233
512	8.863838735
513	8.863771803
514	8.863626358
515	8.863562436
516	8.863422838
517	8.863254217
518	8.863051874
519	8.862848233
520	8.862800534
521	8.862558346
522	8.862373113
523	8.862207817
524	8.86205684
525	8.861935927
526	8.861823167
527	8.861671244
528	8.86147872
529	8.861347109
530	8.861208796
531	8.861058087
532	8.86093701
533	8.860784893
534	8.860670455
535	8.860516546
536	8.860480022
537	8.860336144
538	8.860192839
539	8.860062559
540	8.859918036
541	8.859757478
542	8.859575376
543	8.8594539
544	8.859373084
545	8.859258188
546	8.859167997
547	8.859037443
548	8.858974051
549	8.858821303
550	8.858647866
551	8.858549405
552	8.85836116
553	8.858230659
554	8.858143428
555	8.858079705
556	8.858037283
557	8.857959914
558	8.857927607
559	8.857808218
560	8.857624433
561	8.85747654
562	8.857352021
563	8.8572703
564	8.857069932
565	8.856932791
566	8.856923709
567	8.856876512
568	8.856817366
569	8.85662505
570	8.856575842
571	8.856519175
572	8.856381506
573	8.856314705
574	8.856203705
575	8.855895289
576	8.855681584
577	8.855622274
578	8.855516793
579	8.855327779
580	8.855269582
581	8.855138774
582	8.855025558
583	8.854914549
584	8.854752028
585	8.854705764
586	8.854639054
587	8.854520663
588	8.854447731
589	8.854375493
590	8.854251245
591	8.854149643
592	8.854019981
593	8.853954037
594	8.853848366
595	8.853752378
596	8.853679512
597	8.853643334
598	8.853596673
599	8.853501306
600	8.853409906
601	8.85319792
602	8.853137126
603	8.853010208
604	8.85291177
605	8.852898117
606	8.852768698
607	8.852592015
608	8.852383013
609	8.852229642
610	8.852182346
611	8.852059899
612	8.852002445
613	8.851884612
614	8.851754072
615	8.85166803
616	8.85148094
617	8.851363102
618	8.851278804
619	8.85109689
620	8.850964922
621	8.850810834
622	8.850635785
623	8.85056686
624	8.850471855
625	8.850334326
626	8.850234496
627	8.850058972
628	8.849906179
629	8.849872573
630	8.849729708
631	8.849585624
632	8.849397977
633	8.849201622
634	8.849072787
635	8.848910322
636	8.84881386
637	8.848758436
638	8.848638738
639	8.848580777
640	8.848505342
641	8.848384449
642	8.848234684
643	8.848159201
644	8.847956587
645	8.847765483
646	8.847696069
647	8.847554791
648	8.847493309
649	8.847369887
650	8.847242727
651	8.847085936
652	8.846991397
653	8.846850882
654	8.846819249
655	8.846623218
656	8.846495423
657	8.846372466
658	8.846289226
659	8.846160104
660	8.846081175
661	8.845985601
662	8.845972177
663	8.845801558
664	8.84572534
665	8.845624135
666	8.845462747
667	8.845326093
668	8.845165308
669	8.845067967
670	8.844946176
671	8.844726467
672	8.844602062
673	8.844495187
674	8.844434652
675	8.844276436
676	8.844182746
677	8.844030394
678	8.843956891
679	8.843775581
680	8.843745147
681	8.843718392
682	8.843538573
683	8.843471125
684	8.843444889
685	8.84328532
686	8.843157303
687	8.842994507
688	8.842880901
689	8.842853972
690	8.842746351
691	8.842582666
692	8.842461199
693	8.842393423
694	8.842186588
695	8.842082193
696	8.841924512
697	8.841844701
698	8.841737797
699	8.841603518
700	8.841467426
701	8.841327277
702	8.841283395
703	8.841185124
704	8.841095448
705	8.841040965
706	8.840922236
707	8.840744553
708	8.840686165
709	8.84057743
710	8.840517286
711	8.840409434
712	8.840349373
713	8.840245136
714	8.840095997
715	8.839979728
716	8.839869065
717	8.839744688
718	8.839648006
719	8.83957277
720	8.839444025
721	8.839359869
722	8.839231991
723	8.839144863
724	8.839058839
725	8.839019592
726	8.838966884
727	8.838837576
728	8.838815107
729	8.83876309
730	8.838748225
731	8.838648632
732	8.838558353
733	8.838366573
734	8.838203122
735	8.838100332
736	8.837970683
737	8.837881952
738	8.837804068
739	8.837762221
740	8.837701335
741	8.837584414
742	8.837419836
743	8.837261443
744	8.837068289
745	8.837029158
746	8.836931402
747	8.836785288
748	8.836659681
749	8.836554731
750	8.836507735
751	8.836380263
752	8.836279248
753	8.836153473
754	8.836094057
755	8.835981528
756	8.835870671
757	8.835790894
758	8.835619006
759	8.835490008
760	8.835373193
761	8.835290504
762	8.835187013
763	8.835076589
764	8.834949678
765	8.834854963
766	8.834787543
767	8.834675771
768	8.834600363
769	8.83449848
770	8.83440243
771	8.834280316
772	8.834173721
773	8.834131486
774	8.834017317
775	8.833970219
776	8.833817175
777	8.83372668
778	8.833663388
779	8.833533249
780	8.833464111
781	8.8333298
782	8.833199339
783	8.833023291
784	8.832930226
785	8.832854518
786	8.832690914
787	8.832648006
788	8.832574415
789	8.8324734
790	8.832410807
791	8.832336021
792	8.832263215
793	8.832196922
794	8.832123671
795	8.831999558
796	8.83190261
797	8.831842997
798	8.83171385
799	8.831622829
800	8.831531593
801	8.831403642
802	8.831270607
803	8.831184499
804	8.831040832
805	8.830962522
806	8.830846625
807	8.830711145
808	8.830602721
809	8.830579085
810	8.830516238
811	8.830386703
812	8.830237448
813	8.830176324
814	8.830012043
815	8.829906433
816	8.829864108
817	8.829790963
818	8.829765408
819	8.829678212
820	8.829560921
821	8.829416289
822	8.829261024
823	8.829149827
824	8.829095444
825	8.829019553
826	8.828990042
827	8.828904061
828	8.828759586
829	8.828614818
830	8.828540461
831	8.828488611
832	8.828425089
833	8.828372762
834	8.82825421
835	8.828229199
836	8.828089161
837	8.828008599
838	8.827879041
839	8.827776718
840	8.827671605
841	8.827556057
842	8.827434041
843	8.82741898
844	8.827266557
845	8.827082962
846	8.827024761
847	8.826947674
848	8.826865683
849	8.826718711
850	8.826558461
851	8.826460949
852	8.826379899
853	8.826356356
854	8.826220793
855	8.826123246
856	8.826064619
857	8.825977571
858	8.825862246
859	8.825804079
860	8.825663412
861	8.825480409
862	8.825453927
863	8.825412625
864	8.825378966
865	8.825285374
866	8.825177165
867	8.825082353
868	8.82501286
869	8.824889994
870	8.824812013
871	8.824790488
872	8.824734536
873	8.824677211
874	8.824642916
875	8.824595754
876	8.82450657
877	8.824384974
878	8.824256954
879	8.824214315
880	8.824164437
881	8.824088156
882	8.823983191
883	8.823871825
884	8.823759556
885	8.82370589
886	8.823604587
887	8.823465295
888	8.823393972
889	8.823330406
890	8.82327255
891	8.823217019
892	8.823165942
893	8.823081397
894	8.823069805
895	8.822944956
896	8.822779231
897	8.822690208
898	8.822595493
899	8.822505928
900	8.822399692
901	8.822298205
902	8.822181664
903	8.822132675
904	8.822079767
905	8.822031605
906	8.821982908
907	8.82186168
908	8.821835705
909	8.82177151
910	8.821706299
911	8.821598773
912	8.821551502
913	8.821430032
914	8.821324992
915	8.821294376
916	8.821168394
917	8.821141679
918	8.821003237
919	8.820926683
920	8.820802753
921	8.820673097
922	8.82059785
923	8.820527065
924	8.820447154
925	8.820298224
926	8.820225871
927	8.820137229
928	8.820051782
929	8.819961184
930	8.819871193
931	8.819784923
932	8.819762479
933	8.819671569
934	8.819577838
935	8.819504874
936	8.819466095
937	8.819422546
938	8.819321866
939	8.819243162
940	8.819143287
941	8.819092283
942	8.81897216
943	8.818847211
944	8.818825254
945	8.818732026
946	8.818640927
947	8.81854406
948	8.818449809
949	8.818352615
950	8.818283383
951	8.818187544
952	8.818116996
953	8.817969928
954	8.8178736
955	8.8177725
956	8.817640354
957	8.817528483
958	8.817474176
959	8.81736938
960	8.817276853
961	8.817134491
962	8.817067698
963	8.817009776
964	8.816930836
965	8.816856621
966	8.816824251
967	8.81672044
968	8.816631009
969	8.816595993
970	8.816569795
971	8.816489977
972	8.816432054
973	8.816366526
974	8.81623875
975	8.816140741
976	8.816018192
977	8.81593375
978	8.81590711
979	8.815783227
980	8.815682898
981	8.815613176
982	8.815571126
983	8.815509272
984	8.815422814
985	8.815359614
986	8.815338157
987	8.815275268
988	8.815172219
989	8.815125013
990	8.815004974
991	8.814871655
992	8.814780604
993	8.814614594
994	8.814499183
995	8.814457039
996	8.814390436
997	8.814303975
998	8.814146571
999	8.81406133
1000	8.813976888
1001	8.813866988
1002	8.813758227
1003	8.813675667
1004	8.813599747
1005	8.813458356
1006	8.813364904
1007	8.813325365
1008	8.813272464
1009	8.81322765
1010	8.813152295
1011	8.813111587
1012	8.813083927
1013	8.813004066
1014	8.812936548
1015	8.812822901
1016	8.812716059
1017	8.812678764
1018	8.812601496
1019	8.812554565
1020	8.812526145
1021	8.812463077
1022	8.812390295
1023	8.812325333
1024	8.812173798
1025	8.812111828
1026	8.812025961
1027	8.811958339
1028	8.811920848
1029	8.811804745
1030	8.81165569
1031	8.811587882
1032	8.811493282
1033	8.811421994
1034	8.811323646
1035	8.81117613
1036	8.811132428
1037	8.811049825
1038	8.811004287
1039	8.810921857
1040	8.810855605
1041	8.810755296
1042	8.810732956
1043	8.810648457
1044	8.810543164
1045	8.810471096
1046	8.81033798
1047	8.810299217
1048	8.810166574
1049	8.810050175
1050	8.809964988
1051	8.809927295
1052	8.809851908
1053	8.809749642
1054	8.809691965
1055	8.809613993
1056	8.809501561
1057	8.809371153
1058	8.809320303
1059	8.809245001
1060	8.809133953
1061	8.809045064
1062	8.80897015
1063	8.808883683
1064	8.808741213
1065	8.808687849
1066	8.80864351
1067	8.80857623
1068	8.808516259
1069	8.808477499
1070	8.808343656
1071	8.808257964
1072	8.80815151
1073	8.808066552
1074	8.807987763
1075	8.807913659
1076	8.807809283
1077	8.807731951
1078	8.80767125
1079	8.807563328
1080	8.807488982
1081	8.807382656
1082	8.807348624
1083	8.807290356
1084	8.807194243
1085	8.807173641
1086	8.807127474
1087	8.807051425
1088	8.806983151
1089	8.806959577
1090	8.806891351
1091	8.806813541
1092	8.806739022
1093	8.806671969
1094	8.80662585
1095	8.806563763
1096	8.806454139
1097	8.806431761
1098	8.806370062
1099	8.80631881
1100	8.806218615
1101	8.80612579
1102	8.805961472
1103	8.805891372
1104	8.805782352
1105	8.805753205
1106	8.805698352
1107	8.805586315
1108	8.805460385
1109	8.805421016
1110	8.805352098
1111	8.805279085
1112	8.805225434
1113	8.805182046
1114	8.805133273
1115	8.805036683
1116	8.804925346
1117	8.804781293
1118	8.80466984
1119	8.804545282
1120	8.804394404
1121	8.804285364
1122	8.804197921
1123	8.804128915
1124	8.804096141
1125	8.804053031
1126	8.803924942
1127	8.803864104
1128	8.803785707
1129	8.80371322
1130	8.803594435
1131	8.80355487
1132	8.80347324
1133	8.803410046
1134	8.803372212
1135	8.803296386
1136	8.803236812
1137	8.803175705
1138	8.803124513
1139	8.803063864
1140	8.802989826
1141	8.802870498
1142	8.802809433
1143	8.802677772
1144	8.802643057
1145	8.802580957
1146	8.802554767
1147	8.802497426
1148	8.802384513
1149	8.80231562
1150	8.802284248
1151	8.802211118
1152	8.802172676
1153	8.802085513
1154	8.801976721
1155	8.801921272
1156	8.801835731
1157	8.801781686
1158	8.80172301
1159	8.801668799
1160	8.801632209
1161	8.801515019
1162	8.801425902
1163	8.801323131
1164	8.801293752
1165	8.801167196
1166	8.801043191
1167	8.800971912
1168	8.800910924
1169	8.800867468
1170	8.800797555
1171	8.800684565
1172	8.800625853
1173	8.800550492
1174	8.800533351
1175	8.800437366
1176	8.800380078
1177	8.800254283
1178	8.800192329
1179	8.800107598
1180	8.800053374
1181	8.799953182
1182	8.7999151
1183	8.799818898
1184	8.799785997
1185	8.799722197
1186	8.79967025
1187	8.799574064
1188	8.79953366
1189	8.799493642
1190	8.799455155
1191	8.79936607
1192	8.799258952
1193	8.79915282
1194	8.79904972
1195	8.798957445
1196	8.798898722
1197	8.798858929
1198	8.798766587
1199	8.798666779
1200	8.798565705
1201	8.798538799
1202	8.798486109
1203	8.798453137
1204	8.798383184
1205	8.798335819
1206	8.798224144
1207	8.798097695
1208	8.798015264
1209	8.797975613
1210	8.797933523
1211	8.797819975
1212	8.797725112
1213	8.797643412
1214	8.797534845
1215	8.797460635
1216	8.797429231
1217	8.79736996
1218	8.797304501
1219	8.797193449
1220	8.797141108
1221	8.797010435
1222	8.796944485
1223	8.796838722
1224	8.796745618
1225	8.796660856
1226	8.796525793
1227	8.796443774
1228	8.7963733
1229	8.796250064
1230	8.79617316
1231	8.796096951
1232	8.796052408
1233	8.795992918
1234	8.795933543
1235	8.795893826
1236	8.795808105
1237	8.795720557
1238	8.795639045
1239	8.795519455
1240	8.795499374
1241	8.795452869
1242	8.795348062
1243	8.795275027
1244	8.795205118
1245	8.795066927
1246	8.794992905
1247	8.794959292
1248	8.794853214
1249	8.794795342
1250	8.794735082
1251	8.794676899
1252	8.794644905
1253	8.794542547
1254	8.794450027
1255	8.794363905
1256	8.794240849
1257	8.794142444
1258	8.794096062
1259	8.794066305
1260	8.794002951
1261	8.79384222
1262	8.793741753
1263	8.793631768
1264	8.793511922
1265	8.793457488
1266	8.793400304
1267	8.793350738
1268	8.793300495
1269	8.793196125
1270	8.793127053
1271	8.793044105
1272	8.792967461
1273	8.79291733
1274	8.792837838
1275	8.792751954
1276	8.792702316
1277	8.792638083
1278	8.792624391
1279	8.792562757
1280	8.79243054
1281	8.792400601
1282	8.792341552
1283	8.792270332
1284	8.792151111
1285	8.792048624
1286	8.791956799
1287	8.791904992
1288	8.79186648
1289	8.79181626
1290	8.791738847
1291	8.791661856
1292	8.791557454
1293	8.791459427
1294	8.791370742
1295	8.791332769
1296	8.791258383
1297	8.79121473
1298	8.791055013
1299	8.791012126
1300	8.790969755
1301	8.790903156
1302	8.790802362
1303	8.790653607
1304	8.790597743
1305	8.790581944
1306	8.790456833
1307	8.790349718
1308	8.790299184
1309	8.790275212
1310	8.790232246
1311	8.790121015
1312	8.790021128
1313	8.78996381
1314	8.789915244
1315	8.789849301
1316	8.789727815
1317	8.789666708
1318	8.789567641
1319	8.789487662
1320	8.789354216
1321	8.789290731
1322	8.789236256
1323	8.78916372
1324	8.789075138
1325	8.789045417
1326	8.789003231
1327	8.788947143
1328	8.788886125
1329	8.788839311
1330	8.788808753
1331	8.788787085
1332	8.788712985
1333	8.788600022
1334	8.788544269
1335	8.788484295
1336	8.788456419
1337	8.788396963
1338	8.788344136
1339	8.788276405
1340	8.788184246
1341	8.788145184
1342	8.788073057
1343	8.78795097
1344	8.787892417
1345	8.787827443
1346	8.787761982
1347	8.787683032
1348	8.787597838
1349	8.787544601
1350	8.787489705
1351	8.787452984
1352	8.78738883
1353	8.787331388
1354	8.787279721
1355	8.787204925
1356	8.787179667
1357	8.787118829
1358	8.787065049
1359	8.78691203
1360	8.786880935
1361	8.786785825
1362	8.786653189
1363	8.786549131
1364	8.786481882
1365	8.786402703
1366	8.786361392
1367	8.786301219
1368	8.786252647
1369	8.786170904
1370	8.786094456
1371	8.786006618
1372	8.785969477
1373	8.785859347
1374	8.785805904
1375	8.785771908
1376	8.785648385
1377	8.785572774
1378	8.785529692
1379	8.785451609
1380	8.785424821
1381	8.785318439
1382	8.785281454
1383	8.785215535
1384	8.785171986
1385	8.785068944
1386	8.785034946
1387	8.784936451
1388	8.78488502
1389	8.784865407
1390	8.784828551
1391	8.784784562
1392	8.784739385
1393	8.7846907
1394	8.784650669
1395	8.784603131
1396	8.784560183
1397	8.784516912
1398	8.784474511
1399	8.784397004
1400	8.78435207
1401	8.784326583
1402	8.784250966
1403	8.78409297
1404	8.78397322
1405	8.783919624
1406	8.78382136
1407	8.783756427
1408	8.783716951
1409	8.783596247
1410	8.783519751
1411	8.78346358
1412	8.783387657
1413	8.783292305
1414	8.78319973
1415	8.783088055
1416	8.782995435
1417	8.782967987
1418	8.782887828
1419	8.782829652
1420	8.782740073
1421	8.782715211
1422	8.782676055
1423	8.782647484
1424	8.782574153
1425	8.782512388
1426	8.782387955
1427	8.782331012
1428	8.782250008
1429	8.782176144
1430	8.782114321
1431	8.782050693
1432	8.781918516
1433	8.781816286
1434	8.781786628
1435	8.781686514
1436	8.781633132
1437	8.781575403
1438	8.781540648
1439	8.781439038
1440	8.781393688
1441	8.78136779
1442	8.781305279
1443	8.781247921
1444	8.781174148
1445	8.781146908
1446	8.781098155
1447	8.781050243
1448	8.780903032
1449	8.780797358
1450	8.780719635
1451	8.780640691
1452	8.78057373
1453	8.780487424
1454	8.780445821
1455	8.780406898
1456	8.780315706
1457	8.780193657
1458	8.780148254
1459	8.78004138
1460	8.779985053
1461	8.779934966
1462	8.779920034
1463	8.779883738
1464	8.779812453
1465	8.779767628
1466	8.779733552
1467	8.779623364
1468	8.779534195
1469	8.77945845
1470	8.779397229
1471	8.779300567
1472	8.77926878
1473	8.779179733
1474	8.779087506
1475	8.779031176
1476	8.779016154
1477	8.778971957
1478	8.778888754
1479	8.778831666
1480	8.778791383
1481	8.778727415
1482	8.778688929
1483	8.778587465
1484	8.778509907
1485	8.77842578
1486	8.778386157
1487	8.778328435
1488	8.778286982
1489	8.778180888
1490	8.778103922
1491	8.778023424
1492	8.777949149
1493	8.77786642
1494	8.777777379
1495	8.77772701
1496	8.777641841
1497	8.777587931
1498	8.777564058
1499	8.77749995
1500	8.777439561
1501	8.777383921
1502	8.777283834
1503	8.777176934
1504	8.77711922
1505	8.777076709
1506	8.776972362
1507	8.776950535
1508	8.776884322
1509	8.77678644
1510	8.77675316
1511	8.776701046
1512	8.776629712
1513	8.776584399
1514	8.77655248
1515	8.776512039
1516	8.776431541
1517	8.776373783
1518	8.776347628
1519	8.776259462
1520	8.776190513
1521	8.776150022
1522	8.776117691
1523	8.776102727
1524	8.776027841
1525	8.775964447
1526	8.775940137
1527	8.775829253
1528	8.775758681
1529	8.775597574
1530	8.775522181
1531	8.775450234
1532	8.77540374
1533	8.775329274
1534	8.775268856
1535	8.775229833
1536	8.775150088
1537	8.775085662
1538	8.774998087
1539	8.774919859
1540	8.774883167
1541	8.774834312
1542	8.7746981
1543	8.774663276
1544	8.774578108
1545	8.774485931
1546	8.774436401
1547	8.774358519
1548	8.774272772
1549	8.774231487
1550	8.774154513
1551	8.774068289
1552	8.773954693
1553	8.77390665
1554	8.773832657
1555	8.773768362
1556	8.773683456
1557	8.773589152
1558	8.773524866
1559	8.773466778
1560	8.773442424
1561	8.773380147
1562	8.773280563
1563	8.773235503
1564	8.773182947
1565	8.773105435
1566	8.773034629
1567	8.77291582
1568	8.772829011
1569	8.772740993
1570	8.772669636
1571	8.772573541
1572	8.772493245
1573	8.772463703
1574	8.772417278
1575	8.772365956
1576	8.772343194
1577	8.772289241
1578	8.772201528
1579	8.772115617
1580	8.772040538
1581	8.771947623
1582	8.771925496
1583	8.771885804
1584	8.771849621
1585	8.771786823
1586	8.771676526
1587	8.771623894
1588	8.771583388
1589	8.771546781
1590	8.771409444
1591	8.771295435
1592	8.771202512
1593	8.771107824
1594	8.771020588
1595	8.770963839
1596	8.770944836
1597	8.770891061
1598	8.770794723
1599	8.770707852
1600	8.770669603
1601	8.770568756
1602	8.770501031
1603	8.770476041
1604	8.770397311
1605	8.770298763
1606	8.770235507
1607	8.770150865
1608	8.770130282
1609	8.770012679
1610	8.769924834
1611	8.76980843
1612	8.769756278
1613	8.769658025
1614	8.769584006
1615	8.769532463
1616	8.769455519
1617	8.769427636
1618	8.769384088
1619	8.769300998
1620	8.769255651
1621	8.769170245
1622	8.769096539
1623	8.769069756
1624	8.76902364
1625	8.768944757
1626	8.768898586
1627	8.76882364
1628	8.768745355
1629	8.768724283
1630	8.768648132
1631	8.768573324
1632	8.768500683
1633	8.76844304
1634	8.768379944
1635	8.768321887
1636	8.768253931
1637	8.768202391
1638	8.768171873
1639	8.768080673
1640	8.768056834
1641	8.767943429
1642	8.767843404
1643	8.767780662
1644	8.767695608
1645	8.76763181
1646	8.767582066
1647	8.767476392
1648	8.767396336
1649	8.767289828
1650	8.767217623
1651	8.767192015
1652	8.767112553
1653	8.767066155
1654	8.766975749
1655	8.766908395
1656	8.766836994
1657	8.766824659
1658	8.766751426
1659	8.766719226
1660	8.76663439
1661	8.766590515
1662	8.766549961
1663	8.766452301
