iter	Passed	Remaining
160	133638	4016612
161	134780	4025112
162	135503	4021036
163	136523	4025764
164	137508	4029418
165	138342	4028595
166	139272	4030552
167	140219	4032970
168	141004	4030718
169	142030	4035348
170	143460	4051294
171	144818	4065031
172	146070	4075608
173	147055	4078668
174	148501	4094388
175	149500	4097686
176	150352	4096900
177	151282	4098228
178	152421	4105158
179	153512	4110729
180	154619	4116633
181	155633	4120009
182	156587	4121748
183	157753	4129037
184	158862	4134729
185	159899	4138485
186	160896	4141159
187	161937	4144917
188	162911	4146919
189	163853	4148080
190	164914	4152214
191	165788	4151616
192	166610	4149717
193	167592	4151806
194	168570	4153760
195	169747	4160556
196	170826	4164874
197	171727	4164835
198	172892	4171133
199	173999	4175998
200	174865	4175024
201	176068	4182070
202	177047	4183719
203	178240	4190401
204	179432	4196961
205	180495	4200459
206	181560	4203950
207	182567	4206065
208	183479	4205976
209	184560	4209730
210	185789	4216815
211	186972	4222746
212	187968	4224441
213	189044	4227875
214	190232	4233788
215	191290	4236726
216	192438	4241638
217	193206	4238127
218	194293	4241632
219	195400	4245519
220	196453	4248190
221	197659	4254125
222	198787	4258337
223	199905	4262280
224	200828	4262031
225	201794	4262687
226	202921	4266716
227	203907	4267755
228	204954	4270044
229	205982	4271893
230	207050	4274558
231	208199	4278852
232	209155	4279165
233	210137	4279987
234	211156	4281533
235	212336	4286324
236	213443	4289593
237	214647	4294747
238	215902	4300889
239	217105	4305918
240	218092	4306651
241	219122	4308210
242	220302	4312664
243	221411	4315714
244	222305	4314547
245	223254	4314447
246	224339	4316951
247	224654	4304671
248	225663	4305737
249	226723	4307755
250	227857	4311139
251	228759	4310122
252	229899	4313566
253	231067	4317508
254	232037	4317724
255	232992	4317649
256	234081	4320032
257	235175	4322482
258	236344	4326284
259	237483	4329514
260	238351	4327765
261	239394	4329200
262	240543	4332518
263	241729	4336488
264	242647	4335609
265	243687	4336899
266	244647	4336764
267	245971	4343047
268	247178	4347211
269	248330	4350385
270	249522	4354212
271	250500	4354291
272	251485	4354477
273	252513	4355401
274	253635	4357913
275	254847	4361959
276	255847	4362334
277	256965	4364724
278	258113	4367579
279	258944	4365060
280	259773	4362534
281	260652	4360847
282	261499	4358640
283	262480	4358660
284	263609	4361111
285	264659	4362255
286	265770	4364381
287	266866	4366226
288	267825	4365834
289	268864	4366729
290	269977	4368809
291	271158	4371968
292	272323	4374842
293	273284	4374416
294	274396	4376387
295	275433	4377155
296	276330	4375701
297	277234	4374347
298	278349	4376322
299	279521	4379163
300	280550	4379753
301	281620	4380973
302	282513	4379424
303	283591	4380742
304	284607	4381092
305	285775	4383763
306	286714	4382904
307	287604	4381299
308	288646	4382004
309	289450	4379109
310	290530	4380378
311	291453	4379271
312	292521	4380338
313	293409	4378711
314	294552	4380888
315	295526	4380526
316	296557	4381010
317	297663	4382586
318	298701	4383145
319	299589	4381489
320	300692	4382994
321	301729	4383505
322	302843	4385137
323	303946	4386585
324	305141	4389339
325	306162	4389581
326	307259	4390902
327	308447	4393491
328	309631	4396017
329	310679	4396586
330	311647	4396016
331	312639	4395783
332	313724	4396855
333	314822	4398089
334	315940	4399592
335	317037	4400775
336	318190	4402733
337	319321	4404372
338	320386	4405079
339	321277	4403394
340	322306	4403594
341	323304	4403363
342	324422	4404765
343	325456	4405020
344	326467	4404949
345	327557	4405929
346	328600	4406281
347	329673	4407014
348	330811	4408606
349	331710	4407007
350	332818	4408190
351	333839	4408199
352	334981	4409804
353	335977	4409464
354	336884	4407965
355	337946	4408490
356	338922	4407888
357	340068	4409496
358	341117	4409829
359	342132	4409704
360	343316	4411755
361	344329	4411597
362	345330	4411285
363	346231	4409700
364	347175	4408652
365	348242	4409164
366	349229	4408669
367	350344	4409770
368	351343	4409404
369	352441	4410283
370	353504	4410704
371	354642	4412052
372	355753	4413057
373	356935	4414931
374	358015	4415523
375	359106	4416245
376	359364	4406741
377	360562	4408788
378	361810	4411411
379	362833	4411297
380	363871	4411341
381	365028	4412836
382	366129	4413630
383	367180	4413816
384	368130	4412790
385	369159	4412695
386	370210	4412867
387	371185	4412132
388	372279	4412802
389	373349	4413181
390	374455	4413979
391	375473	4413727
392	376511	4413712
393	377444	4412463
394	378661	4414521
395	379617	4413532
396	380639	4413310
397	381680	4413303
398	382833	4414580
399	383924	4415134
400	385073	4416337
401	386255	4417912
402	387349	4418478
403	388515	4419839
404	389606	4420348
405	390636	4420155
406	391795	4421420
407	392840	4421379
408	393906	4421578
409	394893	4420879
410	395893	4420327
411	397162	4422769
412	398211	4422746
413	399333	4423535
414	400476	4424546
415	401381	4422918
416	402533	4424005
417	403687	4425106
418	404726	4424943
419	405813	4425303
420	406920	4425868
421	408037	4426531
422	408918	4424637
423	410015	4425074
424	411201	4426467
425	412361	4427566
426	413522	4428664
427	414311	4425771
428	415284	4424865
429	416325	4424669
430	417429	4425138
431	418356	4423737
432	419451	4424097
433	420522	4424203
434	421728	4425727
435	422824	4426080
436	423710	4424230
437	424805	4424575
438	426021	4426158
439	427145	4426780
440	428419	4428941
441	429790	4432089
442	431072	4434305
443	432344	4436400
444	433452	4436801
445	434564	4437237
446	435586	4436747
447	436642	4436603
448	437756	4437040
449	438822	4436984
450	439903	4437075
451	440977	4437087
452	442093	4437526
453	443078	4436644
454	444215	4437271
455	445200	4436383
456	446073	4434378
457	447202	4434923
458	447887	4431065
459	448858	4430035
460	449661	4427365
461	450793	4427920
462	451878	4428018
463	452975	4428228
464	454047	4428184
465	455131	4428256
466	456362	4429746
467	457519	4430509
468	458383	4428438
469	459332	4427186
470	460338	4426486
471	461542	4427676
472	462639	4427844
473	463651	4427183
474	464781	4427659
475	465837	4427415
476	466740	4425716
477	467813	4425628
478	468609	4422928
479	469760	4423575
480	470687	4422111
481	471785	4422259
482	472852	4422100
483	473854	4421332
484	475018	4422076
485	476112	4422164
486	477297	4423087
487	478351	4422794
488	479307	4421584
489	480502	4422581
490	481555	4422270
491	482580	4421692
492	483640	4421431
493	484663	4420836
494	485716	4420512
495	486687	4419434
496	487753	4419220
497	488954	4420226
498	490167	4421333
499	491302	4421723
500	492335	4421196
501	492945	4416867
502	493904	4415684
503	495073	4416372
504	496240	4417032
505	497430	4417894
506	498601	4418576
507	499816	4419633
508	500795	4418609
509	501773	4417573
510	502899	4417837
511	503894	4416951
512	504895	4416109
513	505760	4414091
514	506819	4413756
515	507569	4410741
516	508631	4410439
517	509813	4411164
518	510927	4411303
519	512052	4411525
520	513120	4411261
521	514280	4411778
522	515350	4411514
523	516405	4411126
524	517475	4410862
525	518463	4409893
526	519386	4408381
527	520487	4408368
528	521579	4408284
529	522784	4409148
530	523906	4409295
531	524820	4407706
532	525939	4407824
533	527054	4407910
534	528048	4406983
535	529198	4407352
536	530234	4406769
537	531395	4407221
538	532586	4407917
539	533697	4407949
540	534844	4408267
541	536244	4410662
542	537759	4413981
543	539186	4416573
544	540355	4417037
545	541796	4419709
546	543131	4421506
547	544373	4422538
548	545623	4423627
549	546913	4425028
550	548100	4425589
551	549180	4425279
552	550500	4426903
553	551669	4427293
554	552686	4426469
555	553672	4425398
556	554547	4423435
557	555687	4423589
558	556598	4421925
559	557733	4422026
560	558786	4421487
561	559788	4420533
562	560909	4420526
563	562055	4420706
564	563132	4420343
565	564104	4419150
566	565223	4419112
567	566218	4418096
568	567029	4415654
569	568096	4415206
570	569059	4413946
571	570066	4413030
572	571085	4412209
573	572142	4411680
574	573168	4410902
575	574322	4411113
576	575395	4410700
577	576471	4410307
578	577513	4409647
579	578631	4409569
580	579542	4407911
581	580740	4408438
582	581834	4408172
583	582840	4407228
584	583928	4406911
585	584842	4405278
586	585861	4404441
587	587063	4404973
588	588247	4405364
589	589212	4404110
590	590352	4404168
591	591475	4404094
592	592499	4403281
593	593291	4400744
594	594425	4400743
595	595583	4400922
596	596647	4400403
597	597588	4398971
598	598672	4398593
599	599763	4398268
600	600837	4397808
601	602100	4398733
602	603202	4398477
603	604297	4398163
604	605418	4398042
605	606389	4396822
606	607612	4397434
607	608721	4397214
608	609913	4397589
609	611025	4397377
610	612249	4397973
611	613443	4398353
612	614306	4396351
613	615292	4395230
614	616374	4394800
615	617299	4393248
616	618507	4393711
617	619740	4394339
618	620717	4393157
619	621911	4393505
620	623096	4393785
621	624287	4394097
622	625451	4394224
623	626618	4394360
624	627641	4393493
625	628783	4393450
626	629962	4393663
627	631119	4393717
628	632225	4393416
629	633264	4392642
630	634562	4393664
631	635628	4393078
632	636556	4391532
633	637622	4390943
634	638721	4390578
635	639873	4390577
636	640909	4389776
637	642011	4389427
638	643199	4389658
639	644343	4389588
640	645403	4388945
641	646502	4388560
642	647651	4388516
643	648620	4387250
644	649644	4386357
645	650676	4385516
646	651656	4384329
647	652809	4384298
648	653895	4383819
649	654856	4382501
650	655850	4381403
651	656900	4380677
652	657965	4380055
653	659139	4380154
654	660169	4379294
655	661294	4379060
656	662278	4377892
657	663283	4376862
658	664590	4377824
659	665822	4378288
660	666996	4378360
661	668313	4379368
662	669559	4379906
663	670880	4380931
664	671861	4379725
665	672880	4378773
666	673869	4377623
667	675027	4377576
668	676206	4377656
669	677073	4375715
670	678022	4374307
671	679044	4373369
672	680207	4373340
673	681327	4373029
674	682382	4372300
675	683395	4371307
676	684493	4370851
677	685446	4369465
678	686428	4368270
679	687420	4367144
680	688545	4366852
681	689375	4364694
682	690508	4364458
683	691590	4363897
684	692461	4362004
685	693503	4361188
686	694562	4360476
687	695766	4360676
688	696902	4360446
689	697933	4359558
690	699139	4359758
691	700194	4359012
692	701210	4358026
693	702316	4357598
694	703211	4355866
695	704341	4355581
696	705490	4355415
697	706655	4355346
698	707734	4354741
699	708821	4354191
700	709744	4352625
701	710855	4352216
702	712027	4352176
703	713180	4352019
704	714227	4351213
705	715368	4350979
706	716420	4350200
707	717362	4348754
708	718509	4348553
709	719614	4348092
710	720580	4346789
711	721495	4345184
712	722580	4344602
713	723788	4344755
714	724880	4344212
715	726068	4344243
716	727167	4343738
717	728270	4343253
718	729387	4342850
719	730614	4343099
720	731619	4342024
721	732686	4341320
722	734056	4342403
723	735214	4342231
724	736532	4343001
725	737976	4344505
726	739249	4344997
727	740650	4346232
728	741845	4346260
729	743163	4346998
730	744361	4347029
731	745592	4347251
732	746849	4347619
733	748077	4347818
734	749107	4346859
735	750282	4346747
736	751292	4345671
737	752496	4345720
738	753597	4345168
739	754696	4344606
740	755687	4343421
741	756848	4343207
742	758006	4342978
743	759096	4342359
744	760227	4341967
745	761330	4341421
746	762418	4340782
747	763466	4339921
748	764538	4339189
749	765557	4338157
750	766556	4337014
751	767621	4336244
752	768606	4335020
753	769584	4333761
754	770602	4332724
755	771524	4331149
756	772559	4330209
757	773389	4328124
758	774437	4327257
759	775430	4326084
760	776514	4325421
761	777560	4324544
762	778603	4323645
763	779793	4323567
764	780837	4322673
765	781856	4321642
766	782924	4320888
767	784045	4320416
768	784896	4318459
769	785841	4317023
770	786856	4315974
771	787929	4315238
772	788994	4314463
773	790101	4313913
774	791317	4313955
775	792472	4313663
776	793605	4313253
777	794800	4313172
778	796114	4313732
779	797266	4313418
780	798380	4312888
781	799579	4312824
782	800726	4312468
783	801909	4312309
784	803113	4312259
785	804216	4311664
786	805357	4311269
787	806390	4310299
788	807546	4309986
789	808609	4309170
790	809499	4307439
791	810595	4306798
792	811700	4306209
793	812700	4305062
794	813663	4303715
795	814753	4303043
796	815786	4302071
797	816874	4301386
798	817883	4300288
799	818902	4299240
800	819911	4298138
801	821103	4297996
802	822320	4297979
803	823466	4297592
804	824567	4296972
805	825542	4295688
806	826490	4294269
807	827729	4294358
808	828950	4294350
809	830054	4293741
810	831130	4292976
811	832208	4292228
812	833252	4291299
813	834334	4290568
814	835452	4290021
815	836470	4288963
816	837642	4288689
817	838542	4287023
818	839535	4285833
819	840547	4284741
820	841502	4283358
821	842623	4282822
822	843788	4282507
823	844882	4281833
824	845882	4280677
825	846908	4279657
826	847952	4278726
827	849079	4278211
828	850192	4277626
829	851365	4277342
830	852447	4276597
831	853493	4275674
832	854637	4275239
833	855600	4273899
834	856744	4273460
835	857822	4272696
836	858975	4272298
837	860098	4271752
838	861159	4270899
839	862202	4269955
840	863327	4269418
841	864319	4268218
842	865484	4267876
843	866451	4266556
844	867576	4266011
845	868757	4265744
846	869901	4265290
847	870989	4264561
848	872007	4263492
849	873018	4262383
850	874038	4261323
851	875150	4260707
852	876347	4260507
853	877575	4260454
854	878348	4258190
855	879414	4257354
856	880561	4256904
857	881683	4256332
858	882846	4255956
859	883824	4254690
860	884895	4253869
861	885963	4253037
862	886949	4251807
863	888091	4251329
864	889185	4250613
865	890226	4249648
866	891309	4248882
867	892351	4247923
868	893456	4247258
869	894633	4246940
870	895926	4247164
871	897196	4247279
872	898554	4247803
873	899893	4248236
874	901322	4249091
875	902607	4249261
876	903911	4249518
877	905341	4250362
878	906715	4250937
879	907876	4250513
880	909019	4250000
881	910184	4249590
882	911712	4250871
883	912982	4250945
884	914390	4251656
885	915674	4251786
886	916916	4251724
887	918088	4251327
888	919251	4250893
889	920410	4250434
890	921322	4248835
891	922371	4247874
892	923449	4247038
893	924544	4246286
894	925436	4244600
895	926554	4243948
896	927705	4243450
897	928726	4242355
898	929817	4241579
899	930860	4240587
900	932035	4240193
901	933179	4239656
902	934145	4238310
903	935238	4237542
904	936276	4236523
905	937404	4235911
906	938441	4234884
907	939513	4234020
908	940366	4232168
909	941557	4231834
910	942599	4230832
911	943586	4229583
912	944598	4228447
913	945845	4228362
914	947042	4228052
915	948155	4227365
916	949339	4226993
917	950456	4226320
918	951570	4225633
919	952703	4225031
920	953772	4224143
921	954900	4223519
922	955889	4222274
923	956992	4221538
924	958105	4220844
925	959326	4220620
926	960474	4220080
927	961488	4218944
928	962627	4218359
929	963756	4217731
930	964910	4217208
931	966083	4216768
932	967267	4216372
933	968487	4216136
934	969657	4215678
935	970939	4215705
936	972032	4214907
937	973162	4214272
938	974274	4213554
939	975445	4213092
940	976503	4212145
941	977689	4211744
942	978968	4211746
943	980204	4211557
944	981494	4211599
945	982556	4210661
946	983584	4209576
947	984705	4208887
948	985815	4208155
949	986860	4207143
950	987920	4206195
951	989052	4205552
952	990092	4204517
953	991230	4203896
954	992402	4203422
955	993578	4202961
956	994749	4202479
957	995863	4201755
958	997003	4201136
959	998131	4200471
960	999311	4200020
961	1000484	4199538
962	1001605	4198838
963	1002600	4197609
964	1003762	4197080
965	1004883	4196376
966	1005902	4195247
967	1007034	4194590
968	1008127	4193767
969	1009154	4192673
970	1010107	4191270
971	1011348	4191059
972	1012504	4190497
973	1013579	4189602
974	1014592	4188447
975	1015629	4187389
976	1016791	4186849
977	1017895	4186070
978	1018943	4185058
979	1020042	4184256
980	1021065	4183140
981	1022101	4182082
982	1023129	4180989
983	1024212	4180120
984	1025243	4179038
985	1026330	4178186
986	1027216	4176514
987	1028334	4175785
988	1029405	4174868
989	1030458	4173877
990	1031683	4173580
991	1032800	4172849
992	1033921	4172129
993	1034947	4171024
994	1035997	4170018
995	1037157	4169457
996	1038310	4168864
997	1039218	4167285
998	1040443	4166982
999	1041515	4166063
1000	1042660	4165432
1001	1043721	4164468
1002	1044889	4163932
1003	1045997	4163151
1004	1047027	4162063
1005	1048169	4161419
1006	1049246	4160518
1007	1050332	4159649
1008	1051500	4159108
1009	1052606	4158316
1010	1053494	4156666
1011	1054562	4155724
1012	1055533	4154403
1013	1056661	4153700
1014	1057849	4153230
1015	1058955	4152439
1016	1060082	4151729
1017	1061144	4150765
1018	1062247	4149959
1019	1063398	4149339
1020	1064461	4148377
1021	1065453	4147135
1022	1066618	4146571
1023	1067575	4145194
1024	1068633	4144211
1025	1069752	4143467
1026	1070907	4142858
1027	1071945	4141796
1028	1073036	4140941
1029	1073996	4139576
1030	1075217	4139223
1031	1076241	4138105
1032	1077302	4137135
1033	1078239	4135684
1034	1079385	4135037
1035	1080649	4134838
1036	1081965	4134841
1037	1083383	4135227
1038	1084637	4134985
1039	1086153	4135737
1040	1087263	4134942
1041	1088666	4135262
1042	1089820	4134630
1043	1091183	4134791
1044	1092495	4134756
1045	1093825	4134787
1046	1095104	4134619
1047	1096290	4134102
1048	1097531	4133791
1049	1098619	4132903
1050	1099652	4131806
1051	1100828	4131245
1052	1101987	4130621
1053	1103056	4129658
1054	1104151	4128794
1055	1105110	4127421
1056	1106110	4126201
1057	1107165	4125184
1058	1108215	4124151
1059	1109269	4123132
1060	1110225	4121750
1061	1111229	4120547
1062	1112203	4119234
1063	1113299	4118371
1064	1114246	4116959
1065	1115231	4115684
1066	1116205	4114372
1067	1117197	4113129
1068	1118185	4111866
1069	1119139	4110485
1070	1120166	4109368
1071	1121203	4108289
1072	1122212	4107107
1073	1123269	4106104
1074	1124190	4104603
1075	1125250	4103608
1076	1126381	4102872
1077	1127380	4101658
1078	1128446	4100685
1079	1129600	4100030
1080	1130767	4099424
1081	1131865	4098565
1082	1133089	4098163
1083	1134310	4097748
1084	1135438	4096996
1085	1136574	4096273
1086	1137600	4095153
1087	1138773	4094559
1088	1139847	4093612
1089	1140896	4092575
1090	1141954	4091566
1091	1143012	4090562
1092	1144128	4089762
1093	1145264	4089032
1094	1146307	4087971
1095	1147380	4087018
1096	1148361	4085739
1097	1149504	4085034
1098	1150585	4084108
1099	1151726	4083393
1100	1152861	4082659
1101	1153813	4081275
1102	1154950	4080547
1103	1155878	4079077
1104	1156970	4078191
1105	1158015	4077135
1106	1159136	4076347
1107	1160329	4075814
1108	1161569	4075443
1109	1162682	4074626
1110	1163855	4074018
1111	1164958	4073163
1112	1166051	4072274
1113	1167045	4071041
1114	1168116	4070075
1115	1169113	4068849
1116	1170208	4067965
1117	1171310	4067108
1118	1172407	4066232
1119	1173373	4064900
1120	1174584	4064420
1121	1175618	4063323
1122	1176748	4062557
1123	1177789	4061486
1124	1178784	4060259
1125	1179556	4058261
1126	1180591	4057170
1127	1181741	4056475
1128	1182853	4055648
1129	1183944	4054749
1130	1185111	4054107
1131	1186097	4052849
1132	1187271	4052232
1133	1188208	4050807
1134	1189304	4049920
1135	1190339	4048832
1136	1191298	4047479
1137	1192363	4046492
1138	1193518	4045806
1139	1194582	4044814
1140	1195743	4044149
1141	1196760	4042995
1142	1197839	4042054
1143	1198927	4041138
1144	1199964	4040053
1145	1201048	4039127
1146	1202211	4038466
1147	1203301	4037557
1148	1204389	4036645
1149	1205514	4035853
1150	1206429	4034357
1151	1207455	4033235
1152	1208438	4031972
1153	1209687	4031592
1154	1210822	4030833
1155	1211861	4029754
1156	1212955	4028856
1157	1214046	4027950
1158	1215021	4026659
1159	1215937	4025172
1160	1216954	4024021
1161	1218116	4023348
1162	1219235	4022532
1163	1220349	4021700
1164	1221253	4020177
1165	1222342	4019263
1166	1223480	4018510
1167	1224586	4017648
1168	1225667	4016707
1169	1226684	4015557
1170	1227644	4014217
1171	1228623	4012944
1172	1229759	4012181
1173	1230948	4011593
1174	1231911	4010264
1175	1232984	4009295
1176	1234085	4008418
1177	1235248	4007740
1178	1236425	4007110
1179	1237413	4005862
1180	1238440	4004746
1181	1239549	4003893
1182	1240658	4003037
1183	1241745	4002112
1184	1242790	4001050
1185	1243952	4000365
1186	1245098	3999630
1187	1246229	3998844
1188	1247293	3997843
1189	1248311	3996695
1190	1249191	3995104
1191	1250278	3994179
1192	1251418	3993419
1193	1252737	3993231
1194	1254105	3993196
1195	1255509	3993274
1196	1256705	3992689
1197	1258051	3992581
1198	1259391	3992448
1199	1260798	3992527
1200	1262186	3992545
1201	1263397	3992000
1202	1264564	3991315
1203	1265784	3990794
1204	1267050	3990420
1205	1268364	3990195
1206	1269726	3990116
1207	1270880	3989385
1208	1272219	3989235
1209	1273294	3988253
1210	1274464	3987568
1211	1275569	3986679
1212	1276732	3985972
1213	1277816	3985018
1214	1278752	3983602
1215	1279894	3982829
1216	1280984	3981892
1217	1282000	3980728
1218	1283098	3979815
1219	1284163	3978800
1220	1285256	3977874
1221	1286149	3976329
1222	1287101	3974964
1223	1288077	3973677
1224	1289095	3972519
1225	1290047	3971158
1226	1291041	3969924
1227	1292097	3968885
1228	1293128	3967767
1229	1294152	3966629
1230	1295143	3965391
1231	1296109	3964074
1232	1297012	3962567
1233	1298028	3961407
1234	1299122	3960482
1235	1300290	3959783
1236	1301511	3959247
1237	1302603	3958315
1238	1303737	3957512
1239	1304783	3956438
1240	1305696	3954966
1241	1306842	3954197
1242	1307780	3952800
1243	1308886	3951910
1244	1309928	3950827
1245	1311102	3950142
1246	1312113	3948966
1247	1313031	3947510
1248	1314147	3946652
1249	1315206	3945618
1250	1316260	3944573
1251	1317415	3943829
1252	1318524	3942947
1253	1319704	3942275
1254	1320801	3941356
1255	1321925	3940517
1256	1323159	3940004
1257	1324167	3938819
1258	1325223	3937777
1259	1326274	3936718
1260	1327410	3935914
1261	1328458	3934848
1262	1329380	3933408
1263	1330628	3932933
1264	1331629	3931729
1265	1332772	3930942
1266	1333845	3929949
1267	1334871	3928818
1268	1335970	3927899
1269	1337107	3927096
1270	1338181	3926104
1271	1339117	3924708
1272	1340065	3923350
1273	1341192	3922514
1274	1342238	3921443
1275	1343317	3920465
1276	1344367	3919404
1277	1345626	3918952
1278	1346849	3918394
1279	1347955	3917497
1280	1349137	3916815
1281	1350123	3915569
1282	1351278	3914809
1283	1352306	3913683
1284	1353486	3912997
1285	1354562	3912010
1286	1355585	3910870
1287	1356699	3909989
1288	1357729	3908869
1289	1358742	3907700
1290	1359783	3906613
1291	1360814	3905494
1292	1361926	3904611
1293	1363021	3903677
1294	1364182	3902931
1295	1365299	3902060
1296	1366324	3900925
1297	1367315	3899693
1298	1368509	3899041
1299	1369575	3898021
1300	1370638	3896995
1301	1371687	3895930
1302	1372664	3894658
1303	1373633	3893366
1304	1374739	3892462
1305	1375796	3891417
1306	1376879	3890448
1307	1377961	3889474
1308	1379034	3888476
1309	1379881	3886842
1310	1380807	3885429
1311	1381900	3884489
1312	1382976	3883500
1313	1384058	3882525
1314	1385132	3881530
1315	1386084	3880195
1316	1387182	3879266
1317	1388263	3878289
1318	1389455	3877622
1319	1390536	3876646
1320	1391589	3875593
1321	1392748	3874833
1322	1393836	3873875
1323	1394988	3873096
1324	1396028	3872003
1325	1397096	3870989
1326	1398026	3869593
1327	1399044	3868442
1328	1400151	3867536
1329	1401078	3866134
1330	1402143	3865111
1331	1403213	3864103
1332	1404341	3863256
1333	1405350	3862081
1334	1406424	3861082
1335	1407623	3860429
1336	1408753	3859585
1337	1409730	3858320
1338	1410877	3857522
1339	1411948	3856517
1340	1413004	3855469
1341	1414125	3854598
1342	1415385	3854106
1343	1416482	3853169
1344	1417473	3851945
1345	1418580	3851035
1346	1419687	3850125
1347	1420736	3849057
1348	1421775	3847963
1349	1422819	3846882
1350	1423895	3845886
1351	1425028	3845048
1352	1426126	3844111
1353	1427279	3843324
1354	1428366	3842359
1355	1429401	3841253
1356	1430583	3840542
1357	1431849	3840056
1358	1433072	3839454
1359	1434283	3838818
1360	1435397	3837921
1361	1436572	3837188
1362	1437793	3836578
1363	1439039	3836032
1364	1440177	3835196
1365	1441217	3834103
1366	1442250	3832988
1367	1443180	3831602
1368	1444277	3830658
1369	1445435	3829876
1370	1446448	3828711
1371	1447551	3827781
1372	1448683	3826930
1373	1449831	3826119
1374	1450951	3825236
1375	1452002	3824169
1376	1453014	3822999
1377	1454270	3822472
1378	1455394	3821598
1379	1456546	3820795
1380	1457617	3819781
1381	1458736	3818892
1382	1459769	3817777
1383	1460910	3816946
1384	1461908	3815738
1385	1462998	3814772
1386	1464062	3813739
1387	1465259	3813053
1388	1466313	3811992
1389	1467319	3810807
1390	1468194	3809283
1391	1469322	3808416
1392	1470362	3807320
1393	1471515	3806515
1394	1472610	3805563
1395	1473535	3804170
1396	1474662	3803299
1397	1475582	3801894
1398	1476718	3801047
1399	1477782	3800012
1400	1478865	3799027
1401	1479925	3797982
1402	1480999	3796975
1403	1482083	3795992
1404	1483234	3795179
1405	1484390	3794381
1406	1485413	3793242
1407	1486485	3792227
1408	1487531	3791147
1409	1488719	3790428
1410	1489847	3789555
1411	1490981	3788697
1412	1492120	3787853
1413	1493195	3786844
1414	1494516	3786460
1415	1495719	3785775
1416	1496765	3784693
1417	1497920	3783886
1418	1499229	3783466
1419	1500655	3783341
1420	1502095	3783250
1421	1503461	3782970
1422	1504975	3783062
1423	1506356	3782815
1424	1507828	3782796
1425	1509191	3782504
1426	1510612	3782353
1427	1511995	3782105
1428	1513463	3782071
1429	1514735	3781541
1430	1515909	3780770
1431	1517167	3780204
1432	1518353	3779461
1433	1519576	3778807
1434	1520751	3778034
1435	1521971	3777373
1436	1523052	3776365
1437	1524243	3775628
1438	1525406	3774824
1439	1526470	3773774
1440	1527693	3773117
1441	1528734	3772010
1442	1529989	3771430
1443	1531297	3770978
1444	1532312	3769805
1445	1533372	3768746
1446	1534425	3767666
1447	1535499	3766638
